Companies,Types,Years,Currencies,Account,Description,Period,Amount
PLATTERIVER,BUDGET,2015,Home,PR-417101-7 -17-11-    -      ,Nonutility Revenue and Expense     ,7,0
PLATTERIVER,BUDGET,2015,Home,PR-417101-7 -17-11-    -      ,Nonutility Revenue and Expense     ,8,0
PLATTERIVER,BUDGET,2015,Home,PR-417101-7 -17-11-    -      ,Nonutility Revenue and Expense     ,9,0
PLATTERIVER,BUDGET,2015,Home,PR-417101-7 -17-11-    -      ,Nonutility Revenue and Expense     ,10,0
PLATTERIVER,BUDGET,2015,Home,PR-417101-7 -17-11-    -      ,Nonutility Revenue and Expense     ,11,0
PLATTERIVER,BUDGET,2015,Home,PR-417101-7 -17-11-    -      ,Nonutility Revenue and Expense     ,12,0
PLATTERIVER,BUDGET,2015,Home,PR-506111-65-17-11-    -      ,Operations Safety and Training     ,1,0
PLATTERIVER,BUDGET,2015,Home,PR-506111-65-17-11-    -      ,Operations Safety and Training     ,2,300
PLATTERIVER,BUDGET,2015,Home,PR-506111-65-17-11-    -      ,Operations Safety and Training     ,3,"2,500.00"
PLATTERIVER,BUDGET,2015,Home,PR-506111-65-17-11-    -      ,Operations Safety and Training     ,4,0
PLATTERIVER,BUDGET,2015,Home,PR-506111-65-17-11-    -      ,Operations Safety and Training     ,5,0
PLATTERIVER,BUDGET,2015,Home,PR-506111-65-17-11-    -      ,Operations Safety and Training     ,6,0
PLATTERIVER,BUDGET,2015,Home,PR-506111-65-17-11-    -      ,Operations Safety and Training     ,7,0
PLATTERIVER,BUDGET,2015,Home,PR-506111-65-17-11-    -      ,Operations Safety and Training     ,8,0
PLATTERIVER,BUDGET,2015,Home,PR-506111-65-17-11-    -      ,Operations Safety and Training     ,9,0
PLATTERIVER,BUDGET,2015,Home,PR-506111-65-17-11-    -      ,Operations Safety and Training     ,10,"1,800.00"
PLATTERIVER,BUDGET,2015,Home,PR-506111-65-17-11-    -      ,Operations Safety and Training     ,11,0
PLATTERIVER,BUDGET,2015,Home,PR-506111-65-17-11-    -      ,Operations Safety and Training     ,12,0
PLATTERIVER,BUDGET,2015,Home,PR-506201-51-17-11-    -      ,Miscellaneous Operations Expense   ,1,150
PLATTERIVER,BUDGET,2015,Home,PR-506201-51-17-11-    -      ,Miscellaneous Operations Expense   ,2,155
PLATTERIVER,BUDGET,2015,Home,PR-506201-51-17-11-    -      ,Miscellaneous Operations Expense   ,3,150
PLATTERIVER,BUDGET,2015,Home,PR-506201-51-17-11-    -      ,Miscellaneous Operations Expense   ,4,155
PLATTERIVER,BUDGET,2015,Home,PR-506201-51-17-11-    -      ,Miscellaneous Operations Expense   ,5,150
PLATTERIVER,BUDGET,2015,Home,PR-506201-51-17-11-    -      ,Miscellaneous Operations Expense   ,6,155
PLATTERIVER,BUDGET,2015,Home,PR-506201-51-17-11-    -      ,Miscellaneous Operations Expense   ,7,150
PLATTERIVER,BUDGET,2015,Home,PR-506201-51-17-11-    -      ,Miscellaneous Operations Expense   ,8,155
PLATTERIVER,BUDGET,2015,Home,PR-506201-51-17-11-    -      ,Miscellaneous Operations Expense   ,9,150
PLATTERIVER,BUDGET,2015,Home,PR-506201-51-17-11-    -      ,Miscellaneous Operations Expense   ,10,155
PLATTERIVER,BUDGET,2015,Home,PR-506201-51-17-11-    -      ,Miscellaneous Operations Expense   ,11,150
PLATTERIVER,BUDGET,2015,Home,PR-506201-51-17-11-    -      ,Miscellaneous Operations Expense   ,12,155
PLATTERIVER,BUDGET,2015,Home,PR-510101-12-17-11-    -      ,Maint Supervision & Engineering    ,1,"5,110.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-12-17-11-    -      ,Maint Supervision & Engineering    ,2,"4,407.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-12-17-11-    -      ,Maint Supervision & Engineering    ,3,"4,798.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-12-17-11-    -      ,Maint Supervision & Engineering    ,4,"4,876.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-12-17-11-    -      ,Maint Supervision & Engineering    ,5,"4,569.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-12-17-11-    -      ,Maint Supervision & Engineering    ,6,"4,662.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-12-17-11-    -      ,Maint Supervision & Engineering    ,7,"4,985.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-12-17-11-    -      ,Maint Supervision & Engineering    ,8,"4,602.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-12-17-11-    -      ,Maint Supervision & Engineering    ,9,0
PLATTERIVER,BUDGET,2015,Home,PR-510101-12-17-11-    -      ,Maint Supervision & Engineering    ,10,"2,579.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-12-17-11-    -      ,Maint Supervision & Engineering    ,11,"4,914.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-12-17-11-    -      ,Maint Supervision & Engineering    ,12,"5,404.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-38-17-11-    -      ,Maint Supervision & Engineering    ,1,"1,991.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-38-17-11-    -      ,Maint Supervision & Engineering    ,2,"1,747.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-38-17-11-    -      ,Maint Supervision & Engineering    ,3,"1,870.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-38-17-11-    -      ,Maint Supervision & Engineering    ,4,"1,901.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-38-17-11-    -      ,Maint Supervision & Engineering    ,5,"1,796.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-38-17-11-    -      ,Maint Supervision & Engineering    ,6,"1,817.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-38-17-11-    -      ,Maint Supervision & Engineering    ,7,"1,928.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-38-17-11-    -      ,Maint Supervision & Engineering    ,8,"1,808.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-38-17-11-    -      ,Maint Supervision & Engineering    ,9,0
PLATTERIVER,BUDGET,2015,Home,PR-510101-38-17-11-    -      ,Maint Supervision & Engineering    ,10,"1,005.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-38-17-11-    -      ,Maint Supervision & Engineering    ,11,"1,930.00"
PLATTERIVER,BUDGET,2015,Home,PR-510101-38-17-11-    -      ,Maint Supervision & Engineering    ,12,"2,091.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-12-17-11-    -      ,Maint-Buildings & Structures       ,1,"1,703.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-12-17-11-    -      ,Maint-Buildings & Structures       ,2,"1,469.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-12-17-11-    -      ,Maint-Buildings & Structures       ,3,"1,599.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-12-17-11-    -      ,Maint-Buildings & Structures       ,4,"1,625.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-12-17-11-    -      ,Maint-Buildings & Structures       ,5,"1,523.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-12-17-11-    -      ,Maint-Buildings & Structures       ,6,"1,554.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-12-17-11-    -      ,Maint-Buildings & Structures       ,7,"1,662.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-12-17-11-    -      ,Maint-Buildings & Structures       ,8,"1,534.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-12-17-11-    -      ,Maint-Buildings & Structures       ,9,0
PLATTERIVER,BUDGET,2015,Home,PR-511101-12-17-11-    -      ,Maint-Buildings & Structures       ,10,860
PLATTERIVER,BUDGET,2015,Home,PR-511101-12-17-11-    -      ,Maint-Buildings & Structures       ,11,"1,638.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-12-17-11-    -      ,Maint-Buildings & Structures       ,12,"1,801.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-13-17-11-    -      ,Maint-Buildings & Structures       ,1,200
PLATTERIVER,BUDGET,2015,Home,PR-511101-13-17-11-    -      ,Maint-Buildings & Structures       ,2,200
PLATTERIVER,BUDGET,2015,Home,PR-511101-13-17-11-    -      ,Maint-Buildings & Structures       ,3,200
PLATTERIVER,BUDGET,2015,Home,PR-511101-13-17-11-    -      ,Maint-Buildings & Structures       ,4,200
PLATTERIVER,BUDGET,2015,Home,PR-511101-13-17-11-    -      ,Maint-Buildings & Structures       ,5,200
PLATTERIVER,BUDGET,2015,Home,PR-511101-13-17-11-    -      ,Maint-Buildings & Structures       ,6,200
PLATTERIVER,BUDGET,2015,Home,PR-511101-13-17-11-    -      ,Maint-Buildings & Structures       ,7,200
PLATTERIVER,BUDGET,2015,Home,PR-511101-13-17-11-    -      ,Maint-Buildings & Structures       ,8,200
PLATTERIVER,BUDGET,2015,Home,PR-511101-13-17-11-    -      ,Maint-Buildings & Structures       ,9,200
PLATTERIVER,BUDGET,2015,Home,PR-511101-13-17-11-    -      ,Maint-Buildings & Structures       ,10,200
PLATTERIVER,BUDGET,2015,Home,PR-511101-13-17-11-    -      ,Maint-Buildings & Structures       ,11,200
PLATTERIVER,BUDGET,2015,Home,PR-511101-13-17-11-    -      ,Maint-Buildings & Structures       ,12,200
PLATTERIVER,BUDGET,2015,Home,PR-511101-38-17-11-    -      ,Maint-Buildings & Structures       ,1,743
PLATTERIVER,BUDGET,2015,Home,PR-511101-38-17-11-    -      ,Maint-Buildings & Structures       ,2,661
PLATTERIVER,BUDGET,2015,Home,PR-511101-38-17-11-    -      ,Maint-Buildings & Structures       ,3,702
PLATTERIVER,BUDGET,2015,Home,PR-511101-38-17-11-    -      ,Maint-Buildings & Structures       ,4,712
PLATTERIVER,BUDGET,2015,Home,PR-511101-38-17-11-    -      ,Maint-Buildings & Structures       ,5,677
PLATTERIVER,BUDGET,2015,Home,PR-511101-38-17-11-    -      ,Maint-Buildings & Structures       ,6,685
PLATTERIVER,BUDGET,2015,Home,PR-511101-38-17-11-    -      ,Maint-Buildings & Structures       ,7,722
PLATTERIVER,BUDGET,2015,Home,PR-511101-38-17-11-    -      ,Maint-Buildings & Structures       ,8,682
PLATTERIVER,BUDGET,2015,Home,PR-511101-38-17-11-    -      ,Maint-Buildings & Structures       ,9,79
PLATTERIVER,BUDGET,2015,Home,PR-511101-38-17-11-    -      ,Maint-Buildings & Structures       ,10,414
PLATTERIVER,BUDGET,2015,Home,PR-511101-38-17-11-    -      ,Maint-Buildings & Structures       ,11,722
PLATTERIVER,BUDGET,2015,Home,PR-511101-38-17-11-    -      ,Maint-Buildings & Structures       ,12,776
PLATTERIVER,BUDGET,2015,Home,PR-511101-47-17-11-    -      ,Maint Buildings and Structures     ,1,"1,650.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-47-17-11-    -      ,Maint Buildings and Structures     ,2,"1,650.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-47-17-11-    -      ,Maint Buildings and Structures     ,3,"1,650.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-47-17-11-    -      ,Maint Buildings and Structures     ,4,"1,650.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-47-17-11-    -      ,Maint Buildings and Structures     ,5,"1,650.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-47-17-11-    -      ,Maint Buildings and Structures     ,6,"1,650.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-47-17-11-    -      ,Maint Buildings and Structures     ,7,"1,650.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-47-17-11-    -      ,Maint Buildings and Structures     ,8,"1,650.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-47-17-11-    -      ,Maint Buildings and Structures     ,9,"1,650.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-47-17-11-    -      ,Maint Buildings and Structures     ,10,"1,650.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-47-17-11-    -      ,Maint Buildings and Structures     ,11,"1,650.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-47-17-11-    -      ,Maint Buildings and Structures     ,12,"1,650.00"
PLATTERIVER,BUDGET,2015,Home,PR-511101-52-17-11-    -      ,Maint Buildings and Structures     ,1,175
PLATTERIVER,BUDGET,2015,Home,PR-511101-52-17-11-    -      ,Maint Buildings and Structures     ,2,175
PLATTERIVER,BUDGET,2015,Home,PR-511101-52-17-11-    -      ,Maint Buildings and Structures     ,3,175
PLATTERIVER,BUDGET,2015,Home,PR-511101-52-17-11-    -      ,Maint Buildings and Structures     ,4,175
PLATTERIVER,BUDGET,2015,Home,PR-511101-52-17-11-    -      ,Maint Buildings and Structures     ,5,175
PLATTERIVER,BUDGET,2015,Home,PR-511101-52-17-11-    -      ,Maint Buildings and Structures     ,6,175
PLATTERIVER,BUDGET,2015,Home,PR-511101-52-17-11-    -      ,Maint Buildings and Structures     ,7,175
PLATTERIVER,BUDGET,2015,Home,PR-511101-52-17-11-    -      ,Maint Buildings and Structures     ,8,175
PLATTERIVER,BUDGET,2015,Home,PR-511101-52-17-11-    -      ,Maint Buildings and Structures     ,9,175
PLATTERIVER,BUDGET,2015,Home,PR-511101-52-17-11-    -      ,Maint Buildings and Structures     ,10,175
PLATTERIVER,BUDGET,2015,Home,PR-511101-52-17-11-    -      ,Maint Buildings and Structures     ,11,175
PLATTERIVER,BUDGET,2015,Home,PR-511101-52-17-11-    -      ,Maint Buildings and Structures     ,12,175
PLATTERIVER,BUDGET,2015,Home,PR-511101-62-17-11-    -      ,Maint Buildings and Structures     ,1,850
PLATTERIVER,BUDGET,2015,Home,PR-511101-62-17-11-    -      ,Maint Buildings and Structures     ,2,850
PLATTERIVER,BUDGET,2015,Home,PR-511101-62-17-11-    -      ,Maint Buildings and Structures     ,3,850
PLATTERIVER,BUDGET,2015,Home,PR-511101-62-17-11-    -      ,Maint Buildings and Structures     ,4,850
PLATTERIVER,BUDGET,2015,Home,PR-511101-62-17-11-    -      ,Maint Buildings and Structures     ,5,850
PLATTERIVER,BUDGET,2015,Home,PR-511101-62-17-11-    -      ,Maint Buildings and Structures     ,6,850
PLATTERIVER,BUDGET,2015,Home,PR-511101-62-17-11-    -      ,Maint Buildings and Structures     ,7,850
PLATTERIVER,BUDGET,2015,Home,PR-511101-62-17-11-    -      ,Maint Buildings and Structures     ,8,850
PLATTERIVER,BUDGET,2015,Home,PR-511101-62-17-11-    -      ,Maint Buildings and Structures     ,9,850
PLATTERIVER,BUDGET,2015,Home,PR-511101-62-17-11-    -      ,Maint Buildings and Structures     ,10,850
PLATTERIVER,BUDGET,2015,Home,PR-511101-62-17-11-    -      ,Maint Buildings and Structures     ,11,850
PLATTERIVER,BUDGET,2015,Home,PR-511101-62-17-11-    -      ,Maint Buildings and Structures     ,12,650
PLATTERIVER,BUDGET,2015,Home,PR-511102-12-17-11-    -      ,Maint-Site Facilities              ,1,"18,736.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-12-17-11-    -      ,Maint-Site Facilities              ,2,"16,160.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-12-17-11-    -      ,Maint-Site Facilities              ,3,"17,593.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-12-17-11-    -      ,Maint-Site Facilities              ,4,"17,880.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-12-17-11-    -      ,Maint-Site Facilities              ,5,"16,753.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-12-17-11-    -      ,Maint-Site Facilities              ,6,"17,095.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-12-17-11-    -      ,Maint-Site Facilities              ,7,"18,280.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-12-17-11-    -      ,Maint-Site Facilities              ,8,"16,875.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-12-17-11-    -      ,Maint-Site Facilities              ,9,0
PLATTERIVER,BUDGET,2015,Home,PR-511102-12-17-11-    -      ,Maint-Site Facilities              ,10,"9,458.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-12-17-11-    -      ,Maint-Site Facilities              ,11,"18,017.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-12-17-11-    -      ,Maint-Site Facilities              ,12,"19,815.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-13-17-11-    -      ,Maint-Site Facilities              ,1,"1,000.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-13-17-11-    -      ,Maint-Site Facilities              ,2,"1,000.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-13-17-11-    -      ,Maint-Site Facilities              ,3,"1,000.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-13-17-11-    -      ,Maint-Site Facilities              ,4,500
PLATTERIVER,BUDGET,2015,Home,PR-511102-13-17-11-    -      ,Maint-Site Facilities              ,5,500
PLATTERIVER,BUDGET,2015,Home,PR-511102-13-17-11-    -      ,Maint-Site Facilities              ,6,500
PLATTERIVER,BUDGET,2015,Home,PR-511102-13-17-11-    -      ,Maint-Site Facilities              ,7,500
PLATTERIVER,BUDGET,2015,Home,PR-511102-13-17-11-    -      ,Maint-Site Facilities              ,8,500
PLATTERIVER,BUDGET,2015,Home,PR-511102-13-17-11-    -      ,Maint-Site Facilities              ,9,500
PLATTERIVER,BUDGET,2015,Home,PR-511102-13-17-11-    -      ,Maint-Site Facilities              ,10,500
PLATTERIVER,BUDGET,2015,Home,PR-511102-13-17-11-    -      ,Maint-Site Facilities              ,11,"1,000.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-13-17-11-    -      ,Maint-Site Facilities              ,12,"1,000.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-38-17-11-    -      ,Maint-Site Facilities              ,1,"7,697.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-38-17-11-    -      ,Maint-Site Facilities              ,2,"6,802.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-38-17-11-    -      ,Maint-Site Facilities              ,3,"7,251.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-38-17-11-    -      ,Maint-Site Facilities              ,4,"7,167.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-38-17-11-    -      ,Maint-Site Facilities              ,5,"6,783.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-38-17-11-    -      ,Maint-Site Facilities              ,6,"6,860.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-38-17-11-    -      ,Maint-Site Facilities              ,7,"7,268.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-38-17-11-    -      ,Maint-Site Facilities              ,8,"6,830.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-38-17-11-    -      ,Maint-Site Facilities              ,9,197
PLATTERIVER,BUDGET,2015,Home,PR-511102-38-17-11-    -      ,Maint-Site Facilities              ,10,"3,885.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-38-17-11-    -      ,Maint-Site Facilities              ,11,"7,474.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-38-17-11-    -      ,Maint-Site Facilities              ,12,"8,065.00"
PLATTERIVER,BUDGET,2015,Home,PR-511102-47-17-11-    -      ,Maint Site Facilities              ,1,420
PLATTERIVER,BUDGET,2015,Home,PR-511102-47-17-11-    -      ,Maint Site Facilities              ,2,420
PLATTERIVER,BUDGET,2015,Home,PR-511102-47-17-11-    -      ,Maint Site Facilities              ,3,420
PLATTERIVER,BUDGET,2015,Home,PR-511102-47-17-11-    -      ,Maint Site Facilities              ,4,420
PLATTERIVER,BUDGET,2015,Home,PR-511102-47-17-11-    -      ,Maint Site Facilities              ,5,420
PLATTERIVER,BUDGET,2015,Home,PR-511102-47-17-11-    -      ,Maint Site Facilities              ,6,420
PLATTERIVER,BUDGET,2015,Home,PR-511102-47-17-11-    -      ,Maint Site Facilities              ,7,420
PLATTERIVER,BUDGET,2015,Home,PR-511102-47-17-11-    -      ,Maint Site Facilities              ,8,420
PLATTERIVER,BUDGET,2015,Home,PR-511102-47-17-11-    -      ,Maint Site Facilities              ,9,420
PLATTERIVER,BUDGET,2015,Home,PR-511102-47-17-11-    -      ,Maint Site Facilities              ,10,420
PLATTERIVER,BUDGET,2015,Home,PR-511102-47-17-11-    -      ,Maint Site Facilities              ,11,420
PLATTERIVER,BUDGET,2015,Home,PR-511102-47-17-11-    -      ,Maint Site Facilities              ,12,380
PLATTERIVER,BUDGET,2015,Home,PR-511102-52-17-11-    -      ,Maint Site Facilities              ,1,175
PLATTERIVER,BUDGET,2015,Home,PR-511102-52-17-11-    -      ,Maint Site Facilities              ,2,175
PLATTERIVER,BUDGET,2015,Home,PR-511102-52-17-11-    -      ,Maint Site Facilities              ,3,175
PLATTERIVER,BUDGET,2015,Home,PR-511102-52-17-11-    -      ,Maint Site Facilities              ,4,175
PLATTERIVER,BUDGET,2015,Home,PR-511102-52-17-11-    -      ,Maint Site Facilities              ,5,175
PLATTERIVER,BUDGET,2015,Home,PR-511102-52-17-11-    -      ,Maint Site Facilities              ,6,175
PLATTERIVER,BUDGET,2015,Home,PR-511102-52-17-11-    -      ,Maint Site Facilities              ,7,175
PLATTERIVER,BUDGET,2015,Home,PR-511102-52-17-11-    -      ,Maint Site Facilities              ,8,175
PLATTERIVER,BUDGET,2015,Home,PR-511102-52-17-11-    -      ,Maint Site Facilities              ,9,175
PLATTERIVER,BUDGET,2015,Home,PR-511102-52-17-11-    -      ,Maint Site Facilities              ,10,175
PLATTERIVER,BUDGET,2015,Home,PR-511102-52-17-11-    -      ,Maint Site Facilities              ,11,175
PLATTERIVER,BUDGET,2015,Home,PR-511102-52-17-11-    -      ,Maint Site Facilities              ,12,175
PLATTERIVER,BUDGET,2015,Home,PR-511102-62-17-11-    -      ,Maint Site Facilities              ,1,0
PLATTERIVER,BUDGET,2015,Home,PR-511102-62-17-11-    -      ,Maint Site Facilities              ,2,0
PLATTERIVER,BUDGET,2015,Home,PR-511102-62-17-11-    -      ,Maint Site Facilities              ,3,500
PLATTERIVER,BUDGET,2015,Home,PR-511102-62-17-11-    -      ,Maint Site Facilities              ,4,0
PLATTERIVER,BUDGET,2015,Home,PR-511102-62-17-11-    -      ,Maint Site Facilities              ,5,0
PLATTERIVER,BUDGET,2015,Home,PR-511102-62-17-11-    -      ,Maint Site Facilities              ,6,500
PLATTERIVER,BUDGET,2015,Home,PR-511102-62-17-11-    -      ,Maint Site Facilities              ,7,0
PLATTERIVER,BUDGET,2015,Home,PR-511102-62-17-11-    -      ,Maint Site Facilities              ,8,0
PLATTERIVER,BUDGET,2015,Home,PR-511102-62-17-11-    -      ,Maint Site Facilities              ,9,500
PLATTERIVER,BUDGET,2015,Home,PR-511102-62-17-11-    -      ,Maint Site Facilities              ,10,0
PLATTERIVER,BUDGET,2015,Home,PR-511102-62-17-11-    -      ,Maint Site Facilities              ,11,0
PLATTERIVER,BUDGET,2015,Home,PR-511102-62-17-11-    -      ,Maint Site Facilities              ,12,500
PLATTERIVER,BUDGET,2015,Home,PR-511106-12-17-11-    -      ,Maint Rawhide Secutity             ,1,"3,406.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-12-17-11-    -      ,Maint Rawhide Secutity             ,2,"2,938.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-12-17-11-    -      ,Maint Rawhide Secutity             ,3,"3,199.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-12-17-11-    -      ,Maint Rawhide Secutity             ,4,"3,251.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-12-17-11-    -      ,Maint Rawhide Secutity             ,5,"3,046.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-12-17-11-    -      ,Maint Rawhide Secutity             ,6,"3,108.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-12-17-11-    -      ,Maint Rawhide Secutity             ,7,"3,324.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-12-17-11-    -      ,Maint Rawhide Secutity             ,8,"3,068.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-12-17-11-    -      ,Maint Rawhide Secutity             ,9,0
PLATTERIVER,BUDGET,2015,Home,PR-511106-12-17-11-    -      ,Maint Rawhide Secutity             ,10,"1,720.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-12-17-11-    -      ,Maint Rawhide Secutity             ,11,"3,276.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-12-17-11-    -      ,Maint Rawhide Secutity             ,12,"3,603.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-13-17-11-    -      ,Maint Rawhide Secutity             ,1,100
PLATTERIVER,BUDGET,2015,Home,PR-511106-13-17-11-    -      ,Maint Rawhide Secutity             ,2,100
PLATTERIVER,BUDGET,2015,Home,PR-511106-13-17-11-    -      ,Maint Rawhide Secutity             ,3,100
PLATTERIVER,BUDGET,2015,Home,PR-511106-13-17-11-    -      ,Maint Rawhide Secutity             ,4,100
PLATTERIVER,BUDGET,2015,Home,PR-511106-13-17-11-    -      ,Maint Rawhide Secutity             ,5,100
PLATTERIVER,BUDGET,2015,Home,PR-511106-13-17-11-    -      ,Maint Rawhide Secutity             ,6,100
PLATTERIVER,BUDGET,2015,Home,PR-511106-13-17-11-    -      ,Maint Rawhide Secutity             ,7,100
PLATTERIVER,BUDGET,2015,Home,PR-511106-13-17-11-    -      ,Maint Rawhide Secutity             ,8,100
PLATTERIVER,BUDGET,2015,Home,PR-511106-13-17-11-    -      ,Maint Rawhide Secutity             ,9,100
PLATTERIVER,BUDGET,2015,Home,PR-511106-13-17-11-    -      ,Maint Rawhide Secutity             ,10,100
PLATTERIVER,BUDGET,2015,Home,PR-511106-13-17-11-    -      ,Maint Rawhide Secutity             ,11,100
PLATTERIVER,BUDGET,2015,Home,PR-511106-13-17-11-    -      ,Maint Rawhide Secutity             ,12,100
PLATTERIVER,BUDGET,2015,Home,PR-511106-38-17-11-    -      ,Maint Rawhide Secutity             ,1,"1,368.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-38-17-11-    -      ,Maint Rawhide Secutity             ,2,"1,205.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-38-17-11-    -      ,Maint Rawhide Secutity             ,3,"1,287.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-38-17-11-    -      ,Maint Rawhide Secutity             ,4,"1,307.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-38-17-11-    -      ,Maint Rawhide Secutity             ,5,"1,238.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-38-17-11-    -      ,Maint Rawhide Secutity             ,6,"1,251.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-38-17-11-    -      ,Maint Rawhide Secutity             ,7,"1,326.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-38-17-11-    -      ,Maint Rawhide Secutity             ,8,"1,246.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-38-17-11-    -      ,Maint Rawhide Secutity             ,9,40
PLATTERIVER,BUDGET,2015,Home,PR-511106-38-17-11-    -      ,Maint Rawhide Secutity             ,10,710
PLATTERIVER,BUDGET,2015,Home,PR-511106-38-17-11-    -      ,Maint Rawhide Secutity             ,11,"1,327.00"
PLATTERIVER,BUDGET,2015,Home,PR-511106-38-17-11-    -      ,Maint Rawhide Secutity             ,12,"1,435.00"
PLATTERIVER,BUDGET,2015,Home,PR-512104-12-17-11-    -      ,Mobile Equipment                   ,1,852
PLATTERIVER,BUDGET,2015,Home,PR-512104-12-17-11-    -      ,Mobile Equipment                   ,2,735
PLATTERIVER,BUDGET,2015,Home,PR-512104-12-17-11-    -      ,Mobile Equipment                   ,3,800
PLATTERIVER,BUDGET,2015,Home,PR-512104-12-17-11-    -      ,Mobile Equipment                   ,4,813
PLATTERIVER,BUDGET,2015,Home,PR-512104-12-17-11-    -      ,Mobile Equipment                   ,5,762
