Companies,Types,Years,Currencies,Account,Description,Period,Amount
PLATTERIVER,BUDGET,2016,Home,PR-935107-38-17-1 -    -      ,HQ Security Maintenance            ,4,460
PLATTERIVER,BUDGET,2016,Home,PR-935107-38-17-1 -    -      ,HQ Security Maintenance            ,5,496
PLATTERIVER,BUDGET,2016,Home,PR-935107-38-17-1 -    -      ,HQ Security Maintenance            ,6,531
PLATTERIVER,BUDGET,2016,Home,PR-935107-38-17-1 -    -      ,HQ Security Maintenance            ,7,517
PLATTERIVER,BUDGET,2016,Home,PR-935107-38-17-1 -    -      ,HQ Security Maintenance            ,8,541
PLATTERIVER,BUDGET,2016,Home,PR-935107-38-17-1 -    -      ,HQ Security Maintenance            ,9,539
PLATTERIVER,BUDGET,2016,Home,PR-935107-38-17-1 -    -      ,HQ Security Maintenance            ,10,517
PLATTERIVER,BUDGET,2016,Home,PR-935107-38-17-1 -    -      ,HQ Security Maintenance            ,11,539
PLATTERIVER,BUDGET,2016,Home,PR-935107-38-17-1 -    -      ,HQ Security Maintenance            ,12,521
PLATTERIVER,BUDGET,2016,Home,PR-935107-52-17-1 -    -      ,HQ Security Maintenance            ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-935107-52-17-1 -    -      ,HQ Security Maintenance            ,2,300
PLATTERIVER,BUDGET,2016,Home,PR-935107-52-17-1 -    -      ,HQ Security Maintenance            ,3,300
PLATTERIVER,BUDGET,2016,Home,PR-935107-52-17-1 -    -      ,HQ Security Maintenance            ,4,300
PLATTERIVER,BUDGET,2016,Home,PR-935107-52-17-1 -    -      ,HQ Security Maintenance            ,5,300
PLATTERIVER,BUDGET,2016,Home,PR-935107-52-17-1 -    -      ,HQ Security Maintenance            ,6,300
PLATTERIVER,BUDGET,2016,Home,PR-935107-52-17-1 -    -      ,HQ Security Maintenance            ,7,300
PLATTERIVER,BUDGET,2016,Home,PR-935107-52-17-1 -    -      ,HQ Security Maintenance            ,8,300
PLATTERIVER,BUDGET,2016,Home,PR-935107-52-17-1 -    -      ,HQ Security Maintenance            ,9,300
PLATTERIVER,BUDGET,2016,Home,PR-935107-52-17-1 -    -      ,HQ Security Maintenance            ,10,300
PLATTERIVER,BUDGET,2016,Home,PR-935107-52-17-1 -    -      ,HQ Security Maintenance            ,11,300
PLATTERIVER,BUDGET,2016,Home,PR-935107-52-17-1 -    -      ,HQ Security Maintenance            ,12,300
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2259-      ,Transmission Work In Progress      ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2259-      ,Transmission Work In Progress      ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2259-      ,Transmission Work In Progress      ,3,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2259-      ,Transmission Work In Progress      ,4,"1,392.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2259-      ,Transmission Work In Progress      ,5,"2,088.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2259-      ,Transmission Work In Progress      ,6,"2,784.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2259-      ,Transmission Work In Progress      ,7,"2,784.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2259-      ,Transmission Work In Progress      ,8,"2,784.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2259-      ,Transmission Work In Progress      ,9,"2,784.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2259-      ,Transmission Work In Progress      ,10,"2,784.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2259-      ,Transmission Work In Progress      ,11,"2,784.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2259-      ,Transmission Work In Progress      ,12,"2,784.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2259-      ,Transmission Work In Progress      ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2259-      ,Transmission Work In Progress      ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2259-      ,Transmission Work In Progress      ,3,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2259-      ,Transmission Work In Progress      ,4,547
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2259-      ,Transmission Work In Progress      ,5,821
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2259-      ,Transmission Work In Progress      ,6,"1,095.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2259-      ,Transmission Work In Progress      ,7,"1,095.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2259-      ,Transmission Work In Progress      ,8,"1,095.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2259-      ,Transmission Work In Progress      ,9,"1,095.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2259-      ,Transmission Work In Progress      ,10,"1,095.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2259-      ,Transmission Work In Progress      ,11,"1,095.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2259-      ,Transmission Work In Progress      ,12,"1,095.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2259-      ,Transmission Work In Progress      ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2259-      ,Transmission Work In Progress      ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2259-      ,Transmission Work In Progress      ,3,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2259-      ,Transmission Work In Progress      ,4,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2259-      ,Transmission Work In Progress      ,5,"51,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2259-      ,Transmission Work In Progress      ,6,"85,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2259-      ,Transmission Work In Progress      ,7,"85,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2259-      ,Transmission Work In Progress      ,8,"85,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2259-      ,Transmission Work In Progress      ,9,"85,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2259-      ,Transmission Work In Progress      ,10,"85,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2259-      ,Transmission Work In Progress      ,11,"85,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2259-      ,Transmission Work In Progress      ,12,"85,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2261-      ,Transmission Work In Progress      ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2261-      ,Transmission Work In Progress      ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2261-      ,Transmission Work In Progress      ,3,"1,392.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2261-      ,Transmission Work In Progress      ,4,"4,176.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2261-      ,Transmission Work In Progress      ,5,"6,960.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2261-      ,Transmission Work In Progress      ,6,"6,960.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2261-      ,Transmission Work In Progress      ,7,"6,960.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2261-      ,Transmission Work In Progress      ,8,"6,960.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2261-      ,Transmission Work In Progress      ,9,"6,960.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2261-      ,Transmission Work In Progress      ,10,"6,960.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2261-      ,Transmission Work In Progress      ,11,"6,960.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-12-17-1 -2261-      ,Transmission Work In Progress      ,12,"6,960.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2261-      ,Transmission Work In Progress      ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2261-      ,Transmission Work In Progress      ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2261-      ,Transmission Work In Progress      ,3,547
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2261-      ,Transmission Work In Progress      ,4,"1,641.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2261-      ,Transmission Work In Progress      ,5,"2,735.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2261-      ,Transmission Work In Progress      ,6,"2,735.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2261-      ,Transmission Work In Progress      ,7,"2,735.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2261-      ,Transmission Work In Progress      ,8,"2,735.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2261-      ,Transmission Work In Progress      ,9,"2,735.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2261-      ,Transmission Work In Progress      ,10,"2,735.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2261-      ,Transmission Work In Progress      ,11,"2,735.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-38-17-1 -2261-      ,Transmission Work In Progress      ,12,"2,735.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2261-      ,Transmission Work In Progress      ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2261-      ,Transmission Work In Progress      ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2261-      ,Transmission Work In Progress      ,3,0
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2261-      ,Transmission Work In Progress      ,4,"24,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2261-      ,Transmission Work In Progress      ,5,"32,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2261-      ,Transmission Work In Progress      ,6,"32,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2261-      ,Transmission Work In Progress      ,7,"32,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2261-      ,Transmission Work In Progress      ,8,"32,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2261-      ,Transmission Work In Progress      ,9,"32,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2261-      ,Transmission Work In Progress      ,10,"32,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2261-      ,Transmission Work In Progress      ,11,"32,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107201-94-17-1 -2261-      ,Transmission Work In Progress      ,12,"32,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3203-      ,General Work In Progress           ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3203-      ,General Work In Progress           ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3203-      ,General Work In Progress           ,3,"1,044.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3203-      ,General Work In Progress           ,4,"2,088.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3203-      ,General Work In Progress           ,5,"2,436.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3203-      ,General Work In Progress           ,6,"2,436.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3203-      ,General Work In Progress           ,7,"2,436.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3203-      ,General Work In Progress           ,8,"2,436.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3203-      ,General Work In Progress           ,9,"2,436.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3203-      ,General Work In Progress           ,10,"2,436.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3203-      ,General Work In Progress           ,11,"2,436.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3203-      ,General Work In Progress           ,12,"2,436.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3203-      ,General Work In Progress           ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3203-      ,General Work In Progress           ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3203-      ,General Work In Progress           ,3,410
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3203-      ,General Work In Progress           ,4,820
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3203-      ,General Work In Progress           ,5,957
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3203-      ,General Work In Progress           ,6,957
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3203-      ,General Work In Progress           ,7,957
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3203-      ,General Work In Progress           ,8,957
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3203-      ,General Work In Progress           ,9,957
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3203-      ,General Work In Progress           ,10,957
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3203-      ,General Work In Progress           ,11,957
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3203-      ,General Work In Progress           ,12,957
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3203-      ,General Work In Progress           ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3203-      ,General Work In Progress           ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3203-      ,General Work In Progress           ,3,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3203-      ,General Work In Progress           ,4,"355,500.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3203-      ,General Work In Progress           ,5,"482,500.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3203-      ,General Work In Progress           ,6,"482,500.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3203-      ,General Work In Progress           ,7,"482,500.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3203-      ,General Work In Progress           ,8,"482,500.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3203-      ,General Work In Progress           ,9,"482,500.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3203-      ,General Work In Progress           ,10,"482,500.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3203-      ,General Work In Progress           ,11,"482,500.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3203-      ,General Work In Progress           ,12,"482,500.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3241-      ,General Work In Progress           ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3241-      ,General Work In Progress           ,2,"10,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3241-      ,General Work In Progress           ,3,"15,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3241-      ,General Work In Progress           ,4,"20,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3241-      ,General Work In Progress           ,5,"20,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3241-      ,General Work In Progress           ,6,"20,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3241-      ,General Work In Progress           ,7,"20,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3241-      ,General Work In Progress           ,8,"20,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3241-      ,General Work In Progress           ,9,"20,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3241-      ,General Work In Progress           ,10,"20,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3241-      ,General Work In Progress           ,11,"20,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3241-      ,General Work In Progress           ,12,"20,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3276-      ,General Work In Progress           ,1,134
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3276-      ,General Work In Progress           ,2,134
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3276-      ,General Work In Progress           ,3,"20,134.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3276-      ,General Work In Progress           ,4,"33,550.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3276-      ,General Work In Progress           ,5,"33,550.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3276-      ,General Work In Progress           ,6,"33,550.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3276-      ,General Work In Progress           ,7,"33,550.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3276-      ,General Work In Progress           ,8,"33,550.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3276-      ,General Work In Progress           ,9,"33,550.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3276-      ,General Work In Progress           ,10,"33,550.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3276-      ,General Work In Progress           ,11,"33,550.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3276-      ,General Work In Progress           ,12,"33,550.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3314-      ,General Work In Progress           ,1,"2,784.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3314-      ,General Work In Progress           ,2,"5,568.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3314-      ,General Work In Progress           ,3,"8,352.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3314-      ,General Work In Progress           ,4,"11,136.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3314-      ,General Work In Progress           ,5,"13,920.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3314-      ,General Work In Progress           ,6,"16,704.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3314-      ,General Work In Progress           ,7,"19,488.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3314-      ,General Work In Progress           ,8,"22,272.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3314-      ,General Work In Progress           ,9,"25,056.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3314-      ,General Work In Progress           ,10,"27,840.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3314-      ,General Work In Progress           ,11,"30,624.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3314-      ,General Work In Progress           ,12,"33,408.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3314-      ,General Work In Progress           ,1,"1,094.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3314-      ,General Work In Progress           ,2,"2,188.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3314-      ,General Work In Progress           ,3,"3,282.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3314-      ,General Work In Progress           ,4,"4,376.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3314-      ,General Work In Progress           ,5,"5,470.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3314-      ,General Work In Progress           ,6,"6,564.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3314-      ,General Work In Progress           ,7,"7,658.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3314-      ,General Work In Progress           ,8,"8,752.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3314-      ,General Work In Progress           ,9,"9,846.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3314-      ,General Work In Progress           ,10,"10,940.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3314-      ,General Work In Progress           ,11,"12,034.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3314-      ,General Work In Progress           ,12,"13,128.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3314-      ,General Work In Progress           ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3314-      ,General Work In Progress           ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3314-      ,General Work In Progress           ,3,"625,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3314-      ,General Work In Progress           ,4,"625,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3314-      ,General Work In Progress           ,5,"625,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3314-      ,General Work In Progress           ,6,"1,250,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3314-      ,General Work In Progress           ,7,"1,250,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3314-      ,General Work In Progress           ,8,"1,250,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3314-      ,General Work In Progress           ,9,"1,875,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3314-      ,General Work In Progress           ,10,"1,875,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3314-      ,General Work In Progress           ,11,"1,875,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3314-      ,General Work In Progress           ,12,"2,500,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3315-      ,General Work In Progress           ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3315-      ,General Work In Progress           ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3315-      ,General Work In Progress           ,3,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3315-      ,General Work In Progress           ,4,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3315-      ,General Work In Progress           ,5,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3315-      ,General Work In Progress           ,6,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3315-      ,General Work In Progress           ,7,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3315-      ,General Work In Progress           ,8,"1,740.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3315-      ,General Work In Progress           ,9,"1,740.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3315-      ,General Work In Progress           ,10,"1,740.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3315-      ,General Work In Progress           ,11,"1,740.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3315-      ,General Work In Progress           ,12,"1,740.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3315-      ,General Work In Progress           ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3315-      ,General Work In Progress           ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3315-      ,General Work In Progress           ,3,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3315-      ,General Work In Progress           ,4,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3315-      ,General Work In Progress           ,5,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3315-      ,General Work In Progress           ,6,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3315-      ,General Work In Progress           ,7,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3315-      ,General Work In Progress           ,8,684
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3315-      ,General Work In Progress           ,9,684
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3315-      ,General Work In Progress           ,10,684
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3315-      ,General Work In Progress           ,11,684
PLATTERIVER,BUDGET,2016,Home,PR-107301-38-17-1 -3315-      ,General Work In Progress           ,12,684
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3315-      ,General Work In Progress           ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3315-      ,General Work In Progress           ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3315-      ,General Work In Progress           ,3,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3315-      ,General Work In Progress           ,4,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3315-      ,General Work In Progress           ,5,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3315-      ,General Work In Progress           ,6,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3315-      ,General Work In Progress           ,7,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3315-      ,General Work In Progress           ,8,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3315-      ,General Work In Progress           ,9,"215,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3315-      ,General Work In Progress           ,10,"215,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3315-      ,General Work In Progress           ,11,"215,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-94-17-1 -3315-      ,General Work In Progress           ,12,"215,000.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3316-      ,General Work In Progress           ,1,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3316-      ,General Work In Progress           ,2,0
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3316-      ,General Work In Progress           ,3,"1,392.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3316-      ,General Work In Progress           ,4,"1,392.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3316-      ,General Work In Progress           ,5,"1,392.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3316-      ,General Work In Progress           ,6,"1,392.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3316-      ,General Work In Progress           ,7,"1,392.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3316-      ,General Work In Progress           ,8,"1,392.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3316-      ,General Work In Progress           ,9,"1,392.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3316-      ,General Work In Progress           ,10,"1,392.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3316-      ,General Work In Progress           ,11,"1,392.00"
PLATTERIVER,BUDGET,2016,Home,PR-107301-12-17-1 -3316-      ,General Work In Progress           ,12,"1,392.00"
